query,x[m],y[m],z[m],th[deg],ph[deg],query_pix,dilated_pix,lapse time[ms]
0,\workspa,e\UMap\S,N\gazebo,am\que,\query,4115,4115,277
DB No.,x[m],y[m],z[m],th[deg],ph[deg],A,B,Bcon,C,D,E,Econ,F,sim_index,SPV_and,SPV_in, SPV_db 
0000895,-005.300,-001.800,0000.200,0000.0,0000.0,1493,2344,1495,278,2375,16740,9122,38210,0.27319,0,9,7
0000896,-005.250,-001.800,0000.200,0000.0,0000.0,1534,2051,1328,530,2178,17382,9443,37765,0.295249,0,11,7
0000897,-005.200,-001.800,0000.200,0000.0,0000.0,1560,2265,1472,290,2214,16343,8906,38768,0.278401,0,6,10
0000898,-005.150,-001.800,0000.200,0000.0,0000.0,1532,2131,1382,452,2285,18082,9901,36958,0.286562,0,9,11
0000899,-005.100,-001.800,0000.200,0000.0,0000.0,1485,2155,1376,475,2338,18847,10522,36140,0.286843,0,11,12
0000900,-005.050,-001.800,0000.200,0000.0,0000.0,1745,1930,1220,440,2364,18942,10842,36019,0.256212,0,13,15
0000901,-005.000,-001.800,0000.200,0000.0,0000.0,1744,1995,1230,376,2219,15144,8508,39962,0.253552,0,10,10
0000902,-004.950,-001.800,0000.200,0000.0,0000.0,1877,1904,1181,334,2030,15615,8763,39680,0.246542,0,10,10
0000903,-004.900,-001.800,0000.200,0000.0,0000.0,1922,1883,1155,310,2056,15858,8969,39411,0.237401,0,9,0
0000904,-004.850,-001.800,0000.200,0000.0,0000.0,1917,1803,1029,395,1906,16177,9262,39242,0.236506,0,10,0
0000905,-004.800,-001.800,0000.200,0000.0,0000.0,1911,1807,1005,397,2102,16221,9286,39002,0.225511,0,10,0
0000906,-004.750,-001.800,0000.200,0000.0,0000.0,1870,1867,1023,378,2170,16303,9390,38852,0.222912,0,9,1
0000907,-004.700,-001.800,0000.200,0000.0,0000.0,1927,1869,1083,319,2135,16637,9556,38553,0.22432,0,8,1
0000908,-004.650,-001.800,0000.200,0000.0,0000.0,2040,1757,1111,318,2224,17059,9674,38042,0.22543,0,8,0
0000909,-004.600,-001.800,0000.200,0000.0,0000.0,2042,1798,1202,275,2336,17354,9726,37635,0.228957,0,9,0
0000910,-004.550,-001.800,0000.200,0000.0,0000.0,2030,1872,1272,213,2338,17648,9811,37339,0.230126,0,9,0
0000911,-004.500,-001.800,0000.200,0000.0,0000.0,1966,1772,1181,377,2218,18098,10024,37009,0.246013,0,10,1
0000912,-004.450,-001.800,0000.200,0000.0,0000.0,1957,1843,1236,315,2227,18122,10007,36976,0.24456,0,9,1
0000913,-004.400,-001.800,0000.200,0000.0,0000.0,1808,1972,1271,335,2594,17974,9909,36757,0.23938,0,11,1
0000914,-004.350,-001.800,0000.200,0000.0,0000.0,1830,1920,1261,365,2672,18061,9816,36592,0.239576,12,12,365
0000915,-004.300,-001.800,0000.200,0000.0,0000.0,1833,1884,1125,398,2393,17593,9574,37339,0.23402,0,10,0
0000916,-004.250,-001.800,0000.200,0000.0,0000.0,1886,1833,1029,396,2405,17484,9591,37436,0.218558,0,9,2
0000917,-004.200,-001.800,0000.200,0000.0,0000.0,1718,1879,1015,518,2275,17824,9872,37226,0.239906,0,10,46
0000918,-004.150,-001.800,0000.200,0000.0,0000.0,2025,1697,923,393,2373,18726,10565,36226,0.202836,0,12,4
0000919,-004.100,-001.800,0000.200,0000.0,0000.0,2027,1707,883,381,1847,13194,7536,42284,0.212009,0,10,4
0000920,-004.050,-001.800,0000.200,0000.0,0000.0,2102,1743,986,270,2153,14554,8233,40618,0.200383,0,9,2
0000921,-004.000,-001.800,0000.200,0000.0,0000.0,2268,1588,953,259,2186,14870,8383,40269,0.19235,0,10,2
0000922,-003.950,-001.800,0000.200,0000.0,0000.0,2264,1586,949,265,2214,14936,8432,40175,0.191815,0,11,2
0000923,-003.900,-001.800,0000.200,0000.0,0000.0,2256,1636,995,223,2346,15083,8526,39896,0.188516,0,12,0
0000924,-003.850,-001.800,0000.200,0000.0,0000.0,2245,1624,945,246,2101,15485,8815,39739,0.191602,0,10,0
0000925,-003.800,-001.800,0000.200,0000.0,0000.0,2237,1634,964,244,2232,15638,8929,39455,0.190326,0,10,0
0000926,-003.750,-001.800,0000.200,0000.0,0000.0,2218,1657,992,240,2476,15824,8976,39025,0.186922,0,11,0
0000927,-003.700,-001.800,0000.200,0000.0,0000.0,2261,1618,991,236,2229,16377,9344,38719,0.193411,0,9,7
0000928,-003.650,-001.800,0000.200,0000.0,0000.0,2242,1689,1058,184,2174,16547,9438,38604,0.197488,0,9,7
0000929,-003.600,-001.800,0000.200,0000.0,0000.0,2222,1616,989,277,2207,16997,9593,38121,0.200253,0,10,9
0000930,-003.550,-001.800,0000.200,0000.0,0000.0,2248,1614,1014,253,2360,17113,9594,37852,0.195676,0,10,9
0000931,-003.500,-001.800,0000.200,0000.0,0000.0,2205,1590,966,320,2146,17415,9568,37764,0.205398,0,10,12
0000932,-003.450,-001.800,0000.200,0000.0,0000.0,2195,1581,1022,339,2486,17523,9597,37316,0.206181,0,12,19
0000933,-003.400,-001.800,0000.200,0000.0,0000.0,2284,1552,1019,279,2483,17878,9795,36964,0.196726,0,9,16
0000934,-003.350,-001.800,0000.200,0000.0,0000.0,2371,1396,907,348,2428,18075,9953,36822,0.191808,0,9,16
0000935,-003.300,-001.800,0000.200,0000.0,0000.0,2087,1496,960,532,2247,18255,10247,36823,0.234517,0,10,20
0000936,-003.250,-001.800,0000.200,0000.0,0000.0,2371,1315,848,429,2145,18788,10691,36392,0.203994,0,11,18
0000937,-003.200,-001.800,0000.200,0000.0,0000.0,2371,1330,853,414,1684,13818,7878,41823,0.218486,0,8,20
0000938,-003.150,-001.800,0000.200,0000.0,0000.0,2278,1410,881,427,1804,13834,7997,41687,0.220983,0,9,20
0000939,-003.100,-001.800,0000.200,0000.0,0000.0,2186,1673,1056,256,2108,13666,7890,41551,0.210831,0,9,20
0000940,-003.050,-001.800,0000.200,0000.0,0000.0,2098,1653,1024,364,1968,13855,8072,41502,0.228177,0,8,20
0000941,-003.000,-001.800,0000.200,0000.0,0000.0,2085,1780,1165,250,1928,12565,7190,42832,0.234155,0,7,20
0000942,-002.950,-001.800,0000.200,0000.0,0000.0,2080,1787,1185,248,2025,14219,8247,41081,0.233388,0,6,20
0000943,-002.900,-001.800,0000.200,0000.0,0000.0,2072,1772,1228,271,1995,14461,8370,40869,0.245336,0,6,20
0000944,-002.850,-001.800,0000.200,0000.0,0000.0,2059,1776,1228,280,2032,14787,8521,40506,0.245323,0,8,20
0000945,-002.800,-001.800,0000.200,0000.0,0000.0,2046,1735,1265,334,2420,14862,8515,40043,0.244682,0,11,20
0000946,-002.750,-001.800,0000.200,0000.0,0000.0,2017,1639,1117,459,2105,15500,8887,39720,0.253376,0,10,14
0000947,-002.700,-001.800,0000.200,0000.0,0000.0,1993,1833,1231,289,2226,15882,9078,39217,0.23971,0,8,14
0000948,-002.650,-001.800,0000.200,0000.0,0000.0,1972,1892,1201,251,2174,16383,9231,38768,0.230879,0,7,14
0000949,-002.600,-001.800,0000.200,0000.0,0000.0,1953,1964,1191,198,2404,15989,8965,38932,0.213069,0,9,20
